Index	Visited	Standard	Reference Number	Title	URL	Image Path	Image Downloaded
424	True	ISO 14617-11	301	Envelope (tank)	https://www.iso.org/obp/ui/#iso:grs:14617-11:11..4.1.1:301	https://www.iso.org/obp/graphics/grs/8a2503d4-3cfc-4429-91cd-cd6a0749e5ec_	False
425	True	ISO 14617-2	301	Envelope (tank)	https://www.iso.org/obp/ui/#iso:grs:14617-2:2.9.1.1:301	https://www.iso.org/obp/graphics/grs/3a2edda6-4682-4f3e-8e9e-229915d5cb45_	False
426	True	ISO 14617-12	301	Envelope (tank)	https://www.iso.org/obp/ui/#iso:grs:14617-12:12.4.1.2:301	https://www.iso.org/obp/graphics/grs/b649d9fd-bc89-4500-918a-04da0f60bbe7_	False
427	False	ISO 7000	0301	Internal broach	iso.org/obp/ui/#iso:grs:7000:0301	https://www.iso.org/obp/graphics/grs/33df4ebe-7b02-4df9-8c7a-34567fe651f0_	False
428	False	ISO 7000	0302	External broach	iso.org/obp/ui/#iso:grs:7000:0302	https://www.iso.org/obp/graphics/grs/94f00348-66fc-467b-9488-be70885d4192_	False
429	False	ISO 7000	0303	Linear saw	iso.org/obp/ui/#iso:grs:7000:0303	https://www.iso.org/obp/graphics/grs/fc6b4efc-6527-4f7d-9855-2fdd2c283076_	False
430	False	ISO 7000	0304	Chain saw	iso.org/obp/ui/#iso:grs:7000:0304	https://www.iso.org/obp/graphics/grs/7b47a034-57a7-4da8-9cde-9b5bfafd80d4_	True
431	False	ISO 7000	0305	Press tool; die set	iso.org/obp/ui/#iso:grs:7000:0305	https://www.iso.org/obp/graphics/grs/9321faaa-d87f-4375-94d1-901acc17d2b1_	True
432	False	ISO 7000	0306	Polishing wheel	iso.org/obp/ui/#iso:grs:7000:0306	https://www.iso.org/obp/graphics/grs/664d3e73-17ea-48a4-bf2d-9c33d73071bb_	False
433	False	ISO 7000	0307	Rotary brush	iso.org/obp/ui/#iso:grs:7000:0307	https://www.iso.org/obp/graphics/grs/bf089023-fc31-4ce5-af75-d960a311cf12_	False
434	False	ISO 7000	0308	Tool-magazine, turret type	iso.org/obp/ui/#iso:grs:7000:0308	https://www.iso.org/obp/graphics/grs/90aa0c33-6213-4c11-a978-76b6dcda3964_	True
435	False	ISO 7000	0309	Tool-magazine, chain type	iso.org/obp/ui/#iso:grs:7000:0309	https://www.iso.org/obp/graphics/grs/1b8caf71-39e3-46e7-8fbc-da984fde3915_	True
436	False	ISO 7000	0310	Tracer template	iso.org/obp/ui/#iso:grs:7000:0310	https://www.iso.org/obp/graphics/grs/4116a494-7974-4b4a-b9f1-4dd8b59ee135_	True
437	False	ISO 7000	0311	Chain	iso.org/obp/ui/#iso:grs:7000:0311	https://www.iso.org/obp/graphics/grs/6083c6da-f458-4bb9-bf46-a2c796f1e0d2_	True
438	False	ISO 7000	0312	Scraping; coating; spreading	iso.org/obp/ui/#iso:grs:7000:0312	https://www.iso.org/obp/graphics/grs/f8b7d07c-381e-4e13-8060-3fbc64a960ad_	False
439	False	ISO 7000	0313	Chips; swarf	iso.org/obp/ui/#iso:grs:7000:0313	https://www.iso.org/obp/graphics/grs/709e37a5-8034-4220-b29d-5349d61c9642_	True
440	False	ISO 7000	0314	Safety device (mechanical) against overload	iso.org/obp/ui/#iso:grs:7000:0314	https://www.iso.org/obp/graphics/grs/f0e2f23a-05fc-495c-a967-4b429530041b_	False
441	False	ISO 7000	0315	Workpiece; product	iso.org/obp/ui/#iso:grs:7000:0315	https://www.iso.org/obp/graphics/grs/2342722f-bf3c-4cfe-b135-104400980aff_	False
442	False	ISO 7000	0316	Blow-moulded product	iso.org/obp/ui/#iso:grs:7000:0316	https://www.iso.org/obp/graphics/grs/e8c00acb-9c22-4cc9-858f-34812c02d036_	False
443	False	ISO 7000	0317	Compression-moulded product	iso.org/obp/ui/#iso:grs:7000:0317	https://www.iso.org/obp/graphics/grs/9954d643-7cb8-4178-bff4-3453e589e266_	True
444	False	ISO 7000	0318	Injection-moulded product	iso.org/obp/ui/#iso:grs:7000:0318	https://www.iso.org/obp/graphics/grs/abfeb560-a7e8-4f25-a320-1f9f5d8836c4_	True
445	False	ISO 7000	0319	Flow-moulded product	iso.org/obp/ui/#iso:grs:7000:0319	https://www.iso.org/obp/graphics/grs/83048f22-6234-4292-86b4-68e2d2e5b9fd_	False
446	False	ISO 7000	0320	Preform for blow moulding	iso.org/obp/ui/#iso:grs:7000:0320	https://www.iso.org/obp/graphics/grs/e1fa88b4-3c7b-4c01-9b0a-fca33b11a014_	True
447	True	ISO 14617-15	321	Liquid	https://www.iso.org/obp/ui/#iso:grs:14617-15:15.10.3.4:321	https://www.iso.org/obp/graphics/grs/b45464e9-e38d-4bf6-a2b9-fdd8f9d2fa77_	False
448	False	ISO 7000	0321	Workpiece [product] holder [fixture]	iso.org/obp/ui/#iso:grs:7000:0321	https://www.iso.org/obp/graphics/grs/358c7dd9-8f04-4ddf-b31b-72f5463137c4_	True
449	True	ISO 14617-2	321	Liquid	https://www.iso.org/obp/ui/#iso:grs:14617-2:2.10.1.1:321	https://www.iso.org/obp/graphics/grs/0b2bc347-1c44-4a15-b0f9-700dcd5ac41f_	False
450	True	ISO 14617-2	322	Gas	https://www.iso.org/obp/ui/#iso:grs:14617-2:2.10.1.2:322	https://www.iso.org/obp/graphics/grs/9404cc14-bbea-4daa-8ced-4d99e0d821e0_	False
451	False	ISO 7000	0322	Workpiece [product] gripping device	iso.org/obp/ui/#iso:grs:7000:0322	https://www.iso.org/obp/graphics/grs/42941712-f667-41e0-8ca4-88377a91c40a_	True
452	False	ISO 7000	0323	Stretcher bars for plastics moulding	iso.org/obp/ui/#iso:grs:7000:0323	https://www.iso.org/obp/graphics/grs/8de882d8-085a-42a1-81ad-29b49f0c3981_	False
453	False	ISO 7000	0324	Sheet stacking	iso.org/obp/ui/#iso:grs:7000:0324	https://www.iso.org/obp/graphics/grs/e2ab347d-610f-469a-b723-28ce832550cb_	True
454	False	ISO 7000	0325	Haul off for plastics moulding	iso.org/obp/ui/#iso:grs:7000:0325	https://www.iso.org/obp/graphics/grs/e7fd6f67-4009-4900-b895-b68fd8e7de36_	False
455	True	ISO 14617-2	325	Insulating material	https://www.iso.org/obp/ui/#iso:grs:14617-2:2.10.1.3:325	https://www.iso.org/obp/graphics/grs/05161401-b861-427f-be84-68e13e14fd37_	False
456	False	ISO 7000	0326	Hand wheel	iso.org/obp/ui/#iso:grs:7000:0326	https://www.iso.org/obp/graphics/grs/4e274001-2b73-4a99-abb6-6cc1efb01b27_	True
457	True	ISO 14617-2	326	Permanent magnet	https://www.iso.org/obp/ui/#iso:grs:14617-2:2.10.1.4:326	https://www.iso.org/obp/graphics/grs/7ea90d3b-6462-4aea-89e8-bdcf6e9b7a71_	False
458	True	ISO 14617-12	326	Permanent-magnet type	https://www.iso.org/obp/ui/#iso:grs:14617-12:12.4.3.6:326	https://www.iso.org/obp/graphics/grs/07cb2a9a-3d1f-4b74-a1ab-27d993b4f6d0_	False
459	True	ISO 14617-2	327	Bimetal	https://www.iso.org/obp/ui/#iso:grs:14617-2:2.10.1.5:327	https://www.iso.org/obp/graphics/grs/4f363db0-00df-41b1-9ef8-237b7768a38a_	False
460	False	ISO 7000	0327	Lever	iso.org/obp/ui/#iso:grs:7000:0327	https://www.iso.org/obp/graphics/grs/a73804b5-0a47-4a8b-a413-c037be1e20d7_	False
461	False	ISO 7000	0328	Half-nut	iso.org/obp/ui/#iso:grs:7000:0328	https://www.iso.org/obp/graphics/grs/0b147be4-7199-4b47-8be3-cee065ebb3b7_	True
462	True	ISO 14617-2	328	Material of other type	https://www.iso.org/obp/ui/#iso:grs:14617-2:2.10.1.6:328	https://www.iso.org/obp/graphics/grs/81649a56-150b-4b18-a13e-f1dc14e4d886_	False
463	False	ISO 7000	0329	Back stop [gauge] for guillotines	iso.org/obp/ui/#iso:grs:7000:0329	https://www.iso.org/obp/graphics/grs/c5db1385-217d-4f0c-b423-ae46ebfa2e6a_	True
464	False	ISO 7000	0330	Broach puller	iso.org/obp/ui/#iso:grs:7000:0330	https://www.iso.org/obp/graphics/grs/6507bb0a-60fc-469d-acfa-573ed5e12685_	False
465	False	ISO 7000	0331	Broach retriever	iso.org/obp/ui/#iso:grs:7000:0331	https://www.iso.org/obp/graphics/grs/5f0207c6-03f9-45c7-8356-72230eb499c1_	True
466	False	ISO 7000	0332	Blow moulding die	iso.org/obp/ui/#iso:grs:7000:0332	https://www.iso.org/obp/graphics/grs/4d9f4881-f4dd-4e13-9c9b-04c7dbcb1a84_	False
467	False	ISO 7000	0333	Blow needle	iso.org/obp/ui/#iso:grs:7000:0333	https://www.iso.org/obp/graphics/grs/190353cc-031e-4e77-ab3b-2555821c1bdd_	False
468	False	ISO 7000	0334	Blow mandrel	iso.org/obp/ui/#iso:grs:7000:0334	https://www.iso.org/obp/graphics/grs/0342256a-8d5a-4df0-bee5-69b2664684f0_	True
469	False	ISO 7000	0335	Compression mould	iso.org/obp/ui/#iso:grs:7000:0335	https://www.iso.org/obp/graphics/grs/be517b48-02f6-4fee-8932-b6c3f77c580c_	False
470	False	ISO 7000	0336	Injection mould	iso.org/obp/ui/#iso:grs:7000:0336	https://www.iso.org/obp/graphics/grs/b35607c0-cf8b-42ea-94ca-168e497f0b81_	False
471	False	ISO 7000	0337	Plasticizing unit	iso.org/obp/ui/#iso:grs:7000:0337	https://www.iso.org/obp/graphics/grs/d7516c95-6966-4e45-87ce-27641455e388_	True
472	False	ISO 7000	0338	Plasticizing cylinder	iso.org/obp/ui/#iso:grs:7000:0338	https://www.iso.org/obp/graphics/grs/2b1d00e7-1912-40cb-a4f5-e60096f54422_	False
473	False	ISO 7000	0339	Plasticizing cylinder with plunger	iso.org/obp/ui/#iso:grs:7000:0339	https://www.iso.org/obp/graphics/grs/2f92016e-0d44-4ebb-b580-fd75e1442465_	True
474	False	ISO 7000	0340	Plasticizing cylinder with screw	iso.org/obp/ui/#iso:grs:7000:0340	https://www.iso.org/obp/graphics/grs/ed94b8c1-48e4-408d-938f-2e40208b68e5_	False
475	False	ISO 7000	0341	Extrusion die, general	iso.org/obp/ui/#iso:grs:7000:0341	https://www.iso.org/obp/graphics/grs/7e865c86-0279-4635-acd7-bbd41d2e2bae_	True
476	True	ISO 14617-2	341	One item only	https://www.iso.org/obp/ui/#iso:grs:14617-2:2.11.1.1:341	https://www.iso.org/obp/graphics/grs/86c79751-cd15-4045-a2a3-f8986a7fa199_	False
477	True	ISO 14617-2	342	Two identical items	https://www.iso.org/obp/ui/#iso:grs:14617-2:2.11.1.2:342	https://www.iso.org/obp/graphics/grs/e7288313-6542-48f7-b4fe-660af161e26a_	False
478	False	ISO 7000	0342	Extrusion die, multiple strand die	iso.org/obp/ui/#iso:grs:7000:0342	https://www.iso.org/obp/graphics/grs/39f038ab-8a81-4bf7-88b5-73e650e1a79f_	True
479	True	ISO 14617-2	343	Three identical items	https://www.iso.org/obp/ui/#iso:grs:14617-2:2.11.1.3:343	https://www.iso.org/obp/graphics/grs/f46d8e14-5c91-4515-afcf-d6da315395b4_	False
480	False	ISO 7000	0343	Extrusion die, sheet die	iso.org/obp/ui/#iso:grs:7000:0343	https://www.iso.org/obp/graphics/grs/49184e04-99c4-477f-99a4-98bee359ce4c_	True
481	True	ISO 14617-2	344	Two or more identical items	https://www.iso.org/obp/ui/#iso:grs:14617-2:2.11.1.4:344	https://www.iso.org/obp/graphics/grs/d0e50176-321e-48c6-a5cc-38192c260b38_	False
482	False	ISO 7000	0344	Extrusion die, tube die	iso.org/obp/ui/#iso:grs:7000:0344	https://www.iso.org/obp/graphics/grs/fe42725f-e22b-4159-873e-967b2c9aceb3_	True
483	False	ISO 7000	0345	Extrusion die, tubular film die	iso.org/obp/ui/#iso:grs:7000:0345	https://www.iso.org/obp/graphics/grs/cfb9efeb-45b6-4574-ad06-a5c2b86f9f53_	False
484	True	ISO 14617-2	345	Two or more identical items	https://www.iso.org/obp/ui/#iso:grs:14617-2:2.11.1.5:345	https://www.iso.org/obp/graphics/grs/1d81c8bb-2b00-44e3-9787-5688fae5baa3_	True
485	False	ISO 7000	0346	Extrusion die, cable covering die	iso.org/obp/ui/#iso:grs:7000:0346	https://www.iso.org/obp/graphics/grs/6d377211-17fb-4847-b0e7-2a7c6b69d992_	False
486	False	ISO 7000	0347	Plastics moulding, accumulator with ejector	iso.org/obp/ui/#iso:grs:7000:0347	https://www.iso.org/obp/graphics/grs/0cff6d48-43e9-46e6-8cfe-0c95dfc0b1eb_	False
487	False	ISO 7000	0348	Plastics moulding, external sizing unit	iso.org/obp/ui/#iso:grs:7000:0348	https://www.iso.org/obp/graphics/grs/e3c10882-673e-41c1-b2e2-834ea3448dc2_	False
488	False	ISO 7000	0349	Plastics moulding, nip roll assembly with collapsing boards	iso.org/obp/ui/#iso:grs:7000:0349	https://www.iso.org/obp/graphics/grs/faf6528c-984b-4674-8edb-474b8a923dd7_	False
489	False	ISO 7000	0350	Plastics moulding, corrugating device	iso.org/obp/ui/#iso:grs:7000:0350	https://www.iso.org/obp/graphics/grs/1a8e5b06-66da-48ef-a9f8-2c96223f4c05_	False
490	False	ISO 7000	0351	Strip feed rollers	iso.org/obp/ui/#iso:grs:7000:0351	https://www.iso.org/obp/graphics/grs/06aa7e6d-2fb3-4524-b51b-078c9a1b79ae_	False
491	False	ISO 7000	0352	Pressure cushion	iso.org/obp/ui/#iso:grs:7000:0352	https://www.iso.org/obp/graphics/grs/cbb80601-693b-4634-a4b3-41b489376bd0_	False
492	False	ISO 7000	0353	Main electrical switch	iso.org/obp/ui/#iso:grs:7000:0353	https://www.iso.org/obp/graphics/grs/59e188d6-d5e7-44c3-89ba-f9773b3771b1_	False
493	False	ISO 7000	0354	Plug and socket; plug connection	iso.org/obp/ui/#iso:grs:7000:0354	https://www.iso.org/obp/graphics/grs/64f01099-28eb-48a8-8560-dccde632b5b0_	False
494	False	ISO 7000	0355	Coolant pump	iso.org/obp/ui/#iso:grs:7000:0355	https://www.iso.org/obp/graphics/grs/8a2503d4-3cfc-4429-91cd-cd6a0749e5ec_	False
495	False	ISO 7000	0356	Water pump	iso.org/obp/ui/#iso:grs:7000:0356	https://www.iso.org/obp/graphics/grs/3a2edda6-4682-4f3e-8e9e-229915d5cb45_	False
496	False	ISO 7000	0359	Reservoir	iso.org/obp/ui/#iso:grs:7000:0359	https://www.iso.org/obp/graphics/grs/b649d9fd-bc89-4500-918a-04da0f60bbe7_	False
497	False	ISO 7000	0360	Lubricant pump	iso.org/obp/ui/#iso:grs:7000:0360	https://www.iso.org/obp/graphics/grs/b45464e9-e38d-4bf6-a2b9-fdd8f9d2fa77_	False
498	False	ISO 7000	0361	Level indicator (fluid)	iso.org/obp/ui/#iso:grs:7000:0361	https://www.iso.org/obp/graphics/grs/0b2bc347-1c44-4a15-b0f9-700dcd5ac41f_	False
499	False	ISO 7000	0362	Scraper	iso.org/obp/ui/#iso:grs:7000:0362	https://www.iso.org/obp/graphics/grs/9404cc14-bbea-4daa-8ced-4d99e0d821e0_	False
500	False	ISO 7000	0363	Pilot flame	iso.org/obp/ui/#iso:grs:7000:0363	https://www.iso.org/obp/graphics/grs/64326a37-ef74-433c-bcb2-6b0de6b0b406_	True
501	False	ISO 7000	0364	Working flame	iso.org/obp/ui/#iso:grs:7000:0364	https://www.iso.org/obp/graphics/grs/6c394e8a-8f36-4e57-a81a-194e91a7df5e_	True
502	False	ISO 7000	0365	Turning	iso.org/obp/ui/#iso:grs:7000:0365	https://www.iso.org/obp/graphics/grs/cf985206-5348-48ee-b8d7-86a6ada20443_	True
503	False	ISO 7000	0366	Boring	iso.org/obp/ui/#iso:grs:7000:0366	https://www.iso.org/obp/graphics/grs/4a7d3048-6b66-49f0-9591-da1eaa3668c6_	True
504	False	ISO 7000	0367	Planing	iso.org/obp/ui/#iso:grs:7000:0367	https://www.iso.org/obp/graphics/grs/2b9bfec0-89ac-4ad2-b110-5a6e1353dc5f_	True
505	False	ISO 7000	0368	Shaping	iso.org/obp/ui/#iso:grs:7000:0368	https://www.iso.org/obp/graphics/grs/ca6cd362-f2e0-430c-84ff-21d961dbd569_	True
506	False	ISO 7000	0369	Slotting	iso.org/obp/ui/#iso:grs:7000:0369	https://www.iso.org/obp/graphics/grs/90ae70cd-4dce-451e-ae69-032079e50137_	True
507	False	ISO 7000	0370	Drilling	iso.org/obp/ui/#iso:grs:7000:0370	https://www.iso.org/obp/graphics/grs/e6d5ae33-ff61-4819-9b8a-f23cd984e039_	True
508	False	ISO 7000	0371	Milling	iso.org/obp/ui/#iso:grs:7000:0371	https://www.iso.org/obp/graphics/grs/871f6098-e340-4a01-a7e2-cec9624e7b96_	True
509	False	ISO 7000	0372	Conventional milling; up cut milling	iso.org/obp/ui/#iso:grs:7000:0372	https://www.iso.org/obp/graphics/grs/4a568ff7-1af4-404b-9f3c-35a9546cfd5f_	True
510	False	ISO 7000	0373	Climb milling; down cut milling	iso.org/obp/ui/#iso:grs:7000:0373	https://www.iso.org/obp/graphics/grs/f2aa66c4-f02b-430f-9beb-398cc84acbb9_	True
511	False	ISO 7000	0374	Grinding	iso.org/obp/ui/#iso:grs:7000:0374	https://www.iso.org/obp/graphics/grs/398cdb3f-de8a-4d6c-ac8f-22e497b9cc01_	True
512	False	ISO 7000	0375	External cylindrical grinding	iso.org/obp/ui/#iso:grs:7000:0375	https://www.iso.org/obp/graphics/grs/a7df601d-6460-4c81-9568-5a4840744fa8_	True
513	False	ISO 7000	0376	Internal cylindrical grinding	iso.org/obp/ui/#iso:grs:7000:0376	https://www.iso.org/obp/graphics/grs/55ce2a82-c841-4a55-935c-79b9f29a1b78_	True
514	False	ISO 7000	0377	Plunge cut grinding	iso.org/obp/ui/#iso:grs:7000:0377	https://www.iso.org/obp/graphics/grs/d88da530-1207-4509-a7cd-655746080aca_	True
515	False	ISO 7000	0378	Face grinding	iso.org/obp/ui/#iso:grs:7000:0378	https://www.iso.org/obp/graphics/grs/b9647f31-147f-4811-8597-6585709f558a_	True
516	False	ISO 7000	0379	Internal honing	iso.org/obp/ui/#iso:grs:7000:0379	https://www.iso.org/obp/graphics/grs/95b5e2d9-4bab-48f0-9d2d-81a559f39865_	True
517	False	ISO 7000	0380	External honing	iso.org/obp/ui/#iso:grs:7000:0380	https://www.iso.org/obp/graphics/grs/bdae474d-7018-4cfb-bb37-601dca94d8dc_	True
518	False	ISO 7000	0381	Lapping	iso.org/obp/ui/#iso:grs:7000:0381	https://www.iso.org/obp/graphics/grs/277c1ba9-40dd-4522-8156-516fa550357e_	True
519	False	ISO 7000	0382	Threading	iso.org/obp/ui/#iso:grs:7000:0382	https://www.iso.org/obp/graphics/grs/95889420-9504-44cd-a51e-0e3a786f2499_	True
520	False	ISO 7000	0383	Reaming	iso.org/obp/ui/#iso:grs:7000:0383	https://www.iso.org/obp/graphics/grs/9c13bf9b-0c44-4104-bcf0-f02aae54e752_	True
521	False	ISO 7000	0384	Tapping	iso.org/obp/ui/#iso:grs:7000:0384	https://www.iso.org/obp/graphics/grs/1ba7d70f-88dc-4ed7-8cad-5ea2ec29f784_	True
522	False	ISO 7000	0385	External broaching	iso.org/obp/ui/#iso:grs:7000:0385	https://www.iso.org/obp/graphics/grs/f8ae7881-e8bc-480d-b26e-8a9403532fb9_	True
523	False	ISO 7000	0386	Internal broaching	iso.org/obp/ui/#iso:grs:7000:0386	https://www.iso.org/obp/graphics/grs/48fd6d51-9788-43b6-9ed3-c1cfb67c7e0c_	True
524	False	ISO 7000	0387	Shearing; cutting; guillotining	iso.org/obp/ui/#iso:grs:7000:0387	https://www.iso.org/obp/graphics/grs/b0ac3bb7-3832-46eb-80ba-4b912472d919_	True
525	False	ISO 7000	0388	Rolling -- symmetrical rolls	iso.org/obp/ui/#iso:grs:7000:0388	https://www.iso.org/obp/graphics/grs/52b6fc3c-b680-474c-885a-b6462af5f24e_	True
526	False	ISO 7000	0389	Rolling -- 4 rolls	iso.org/obp/ui/#iso:grs:7000:0389	https://www.iso.org/obp/graphics/grs/10b5ab18-0039-4e3d-9639-2b44df805746_	True
527	False	ISO 7000	0390	Bending; folding	iso.org/obp/ui/#iso:grs:7000:0390	https://www.iso.org/obp/graphics/grs/fcae7742-2620-4910-a34c-427483572769_	True
528	False	ISO 7000	0391	Lubricating oil	iso.org/obp/ui/#iso:grs:7000:0391	https://www.iso.org/obp/graphics/grs/4a55a798-f869-48c2-b59d-8ea845930479_	True
529	False	ISO 7000	0392	Face truing [dressing] by single-point tool	iso.org/obp/ui/#iso:grs:7000:0392	https://www.iso.org/obp/graphics/grs/cf67c049-4ea7-4720-87ec-e2930eedac11_	True
530	False	ISO 7000	0393	Straight truing [dressing] by single-point tool	iso.org/obp/ui/#iso:grs:7000:0393	https://www.iso.org/obp/graphics/grs/c771c1cc-dbd0-4cf8-b964-4ce5e54edc90_	True
531	False	ISO 7000	0394	Crush dressing	iso.org/obp/ui/#iso:grs:7000:0394	https://www.iso.org/obp/graphics/grs/d41dbb25-aa86-4e0d-ba32-57c5cf96a609_	True
532	False	ISO 7000	0395	Rotary diamond truing	iso.org/obp/ui/#iso:grs:7000:0395	https://www.iso.org/obp/graphics/grs/7ada0227-c039-4761-a745-068d49034669_	True
533	False	ISO 7000	0397	Load workpiece [product]	iso.org/obp/ui/#iso:grs:7000:0397	https://www.iso.org/obp/graphics/grs/4c815137-70c5-4b43-90e1-ff01513b6d6e_	True
534	False	ISO 7000	0398	Unload workpiece [product]	iso.org/obp/ui/#iso:grs:7000:0398	https://www.iso.org/obp/graphics/grs/9abbf6ba-93a1-4075-b0c0-2444da99780b_	True
535	False	ISO 7000	0399	Engage tracer	iso.org/obp/ui/#iso:grs:7000:0399	https://www.iso.org/obp/graphics/grs/9c6589e8-3a30-4562-bb32-86774706fbe8_	True
536	False	ISO 7000	0400	Disengage tracer	iso.org/obp/ui/#iso:grs:7000:0400	https://www.iso.org/obp/graphics/grs/c71a9084-8b01-4619-85df-47f9459e8190_	True
537	False	ISO 7000	0401	Rotary tool retension	iso.org/obp/ui/#iso:grs:7000:0401	https://www.iso.org/obp/graphics/grs/663adaa0-6dbe-4d39-a3a5-2b5f77564f43_	True
538	True	ISO 14617-3	401	Functional connection	https://www.iso.org/obp/ui/#iso:grs:14617-3:3.4.1.1:401	https://www.iso.org/obp/graphics/grs/85fefd2d-5eab-44ff-92b9-f2b3ce17f500_	False
539	True	ISO 14617-6	401	Functional connection	https://www.iso.org/obp/ui/#iso:grs:14617-6:6.4.1.1:401	https://www.iso.org/obp/graphics/grs/6c20166a-fe87-4827-b126-b61a6fbe03c6_	False
540	False	ISO 7000	0402	Rotary tool release	iso.org/obp/ui/#iso:grs:7000:0402	https://www.iso.org/obp/graphics/grs/f0e2f23a-05fc-495c-a967-4b429530041b_	False
541	True	ISO 14617-3	402	Mechanical link, shaft	https://www.iso.org/obp/ui/#iso:grs:14617-3:3.4.1.2:402	https://www.iso.org/obp/graphics/grs/e1eecd97-041c-4fd4-9e55-1cc23c780d15_	False
542	False	ISO 7000	0403	Close half-nut	iso.org/obp/ui/#iso:grs:7000:0403	https://www.iso.org/obp/graphics/grs/e8c00acb-9c22-4cc9-858f-34812c02d036_	False
543	True	ISO 14617-3	403	Mechanical link, shaft, wire	https://www.iso.org/obp/ui/#iso:grs:14617-3:3.4.1.3:403	https://www.iso.org/obp/graphics/grs/94f6446d-eb9d-4ecb-9597-1d275d4bcf63_	False
544	False	ISO 7000	0404	Open half-nut	iso.org/obp/ui/#iso:grs:7000:0404	https://www.iso.org/obp/graphics/grs/d75eb228-daac-418e-8486-19be79e57d46_	True
545	True	ISO 14617-3	404	Electrically insulating mechanical link, shaft, wire	https://www.iso.org/obp/ui/#iso:grs:14617-3:3.4.1.4:404	https://www.iso.org/obp/graphics/grs/3b99746d-88dd-4e1c-8fb1-3d33c9f04ac4_	False
546	False	ISO 7000	0405	Pressure cushion decompressed	iso.org/obp/ui/#iso:grs:7000:0405	https://www.iso.org/obp/graphics/grs/f4e3d4aa-dfb2-4644-adc2-018fdfc95292_	False
547	True	ISO 14617-3	405	Pipeline, duct	https://www.iso.org/obp/ui/#iso:grs:14617-3:3.4.1.5:405	https://www.iso.org/obp/graphics/grs/7722f0d0-c705-4316-8fdb-1b01459c07db_	False
548	False	ISO 7000	0406	Pressure cushion gripping	iso.org/obp/ui/#iso:grs:7000:0406	https://www.iso.org/obp/graphics/grs/ea902376-3958-430b-b97c-6f2f5604d6a2_	True
549	True	ISO 14617-3	406	Group of pipelines, ducts in single-line representation	https://www.iso.org/obp/ui/#iso:grs:14617-3:3.4.1.6:406	https://www.iso.org/obp/graphics/grs/f51628e4-fe67-4a6c-a0e8-05d16a81fd67_	False
550	False	ISO 7000	0407	Engage bottom roll, 4 rolls	iso.org/obp/ui/#iso:grs:7000:0407	https://www.iso.org/obp/graphics/grs/a5b570d0-600d-4e05-8e52-5500463d79ba_	False
551	False	ISO 7000	0408	Engage upper roll, 3 rolls	iso.org/obp/ui/#iso:grs:7000:0408	https://www.iso.org/obp/graphics/grs/e06c7dc2-903c-48f0-b054-40cbe6e4d974_	True
552	False	ISO 7000	0409	Engage bottom rolls, 3 rolls	iso.org/obp/ui/#iso:grs:7000:0409	https://www.iso.org/obp/graphics/grs/8de882d8-085a-42a1-81ad-29b49f0c3981_	False
553	False	ISO 7000	0410	Folding beam up	iso.org/obp/ui/#iso:grs:7000:0410	https://www.iso.org/obp/graphics/grs/150ca004-b529-45fa-a7e7-673aea5131c2_	True
554	True	ISO 14617-3	411	Non-guided electromagnetic beam	https://www.iso.org/obp/ui/#iso:grs:14617-3:3.4.1.7:411	https://www.iso.org/obp/graphics/grs/d9a34406-d989-493a-bad1-39f4c3b2255b_	False
555	False	ISO 7000	0411	Folding beam down	iso.org/obp/ui/#iso:grs:7000:0411	https://www.iso.org/obp/graphics/grs/b51d4b2d-784d-4aae-a724-2dd1cb001a24_	False
556	True	ISO 14617-3	412	Planned pipeline, duct	https://www.iso.org/obp/ui/#iso:grs:14617-3:3.4.1.8:412	https://www.iso.org/obp/graphics/grs/7f0160f3-d772-4463-91fc-49462b47cc60_	False
557	False	ISO 7000	0412	Oriented spindle stop	iso.org/obp/ui/#iso:grs:7000:0412	https://www.iso.org/obp/graphics/grs/7514bd45-0d50-4327-9ede-084a8eb06596_	True
558	True	ISO 14617-3	413	Group of planned pipelines, ducts in single-line representation	https://www.iso.org/obp/ui/#iso:grs:14617-3:3.4.1.9:413	https://www.iso.org/obp/graphics/grs/56fd77bb-e666-4a40-816e-5251937eee72_	False
559	False	ISO 7000	0413	Material [bar feed] to stop position	iso.org/obp/ui/#iso:grs:7000:0413	https://www.iso.org/obp/graphics/grs/4cdb8e71-b6e2-41f6-93eb-a07406a81ca2_	False
560	False	ISO 7000	0414	Cores in moulding position	iso.org/obp/ui/#iso:grs:7000:0414	https://www.iso.org/obp/graphics/grs/5a8adc3c-9afe-4950-b86c-3c12b264a3da_	True
561	False	ISO 7000	0415	Cores disengaged from moulding position	iso.org/obp/ui/#iso:grs:7000:0415	https://www.iso.org/obp/graphics/grs/720de1ba-cf80-40e3-b86a-5c57ff7791f0_	True
562	False	ISO 7000	0416	Regulation of wall thickness of preform	iso.org/obp/ui/#iso:grs:7000:0416	https://www.iso.org/obp/graphics/grs/d2c71c14-c632-4ec0-ae9b-c8dcef2ca8af_	True
563	False	ISO 7000	0417	Change drain and refill	iso.org/obp/ui/#iso:grs:7000:0417	https://www.iso.org/obp/graphics/grs/e328a4eb-c6cc-4a84-aa19-e06f50583caf_	True
564	False	ISO 7000	0419	Refer to instruction book, information; reading-room; library	iso.org/obp/ui/#iso:grs:7000:0419	https://www.iso.org/obp/graphics/grs/6507bb0a-60fc-469d-acfa-573ed5e12685_	False
